UserID,JobTitleHistory
125368,"['GRAN AND WRAN FISRT LINE SUPPORT (Consultant', 'GSM AND UMTS SUPPORT', 'GRAN AND WRAN FISRT LINE SUPPORT (Consultant', 'GSM AND UMTS SWITCH ENGINEER', 'NATIONAL REPAIR TESTER', 'GSM SWITCH ENGINEER', 'GSM SWITCH ENGINEER', 'NOC SENIOR SUPPORT ENGINEER', 'GSM SWITCH ENGINEER', 'TEST ENGINEER']"
127203,"['Director of institutional', 'Regional Director', 'Associate Director', 'Development Director', 'Campaign Executive', 'Executive Director (contract position)', 'Director of Financial Development', 'Executive Director', 'Philanthropic Development', 'Area Director']"
127876,"['Order Entry Associate', 'Data Entry Clerk', 'Customer Service Representative', 'Customer Service Representative', 'Retentions Representative', 'QA Specialist', 'Accounting/Billing Clerk', 'Order Entry/Customer Service', 'Customer Service Associate', 'Customer Service Representative']"
132387,"['Quality Manager', 'Production', 'Call Center', 'Quality Control', 'Wiring Engineering Technician', 'Quality Engineer', 'Various Positions', 'Engineering Technician', 'Fabrication Inspector', 'Credit Collector']"
132998,"['Office Support Services', 'Prepress Management / Print Production / Mailroom Operations', 'Customer Service/Call Center Representative', 'Scanner/Data Entry', 'Customer Service/Call Center Representative', 'Office Support Services', 'Customer Service/Call Center Representative', 'Business Consultant', 'Facilities Operations Manager', 'Supervisor']"
137299,"['Provider Sales Executive - Web Based IT Software', 'Media Consultant', 'Director Business Management - Specialty Pharmacy', 'Key Account Manager - Biotech Endocrinology Division', 'Manager New Business Development - Specialty Pharmacy', 'Strategic Business Manager - Distribution', 'Sales Manager - Home Infusion Therapies', 'Regional Manager - Alternative Care Markets', 'Region Sales Manager - Infusion/Injectible Services', 'Territory Business Manager - Pharmacy & Nursing Care']"
139278,"['Staff RN', 'TRAVEL RN', 'ADON', 'STAFF RN', 'TRAVEL RN', 'TRAVEL RN', 'DIRECTOR OF NURSING', 'ASSISTANT DIRECTOR OF NURSING', 'ASSISTANT DIRECTOR OF NURSING', 'LPN SUPERVISOR']"
145088,"['Desktop Production Support', 'Team lead', 'Lead Deployment', 'Ad-A-Staff (@ Legends Hospitality)', 'Support', 'Event Specialist', 'sales', 'IT Specialist/Project Manager/Leadsman', 'representative and liaison', 'Storekeeper II/Cell Manager']"
145811,"['Part Time Child Care Worker', 'Intern- Immigration & Naturalization (TAP) program', 'Full Year intern', 'Recovery Specialist', 'Supervisor / Substance Abuse Counselor I', 'Residential Counselor', 'Substance Abuse Counselor', 'Child Care Worker', 'Full year intern', 'Internship']"
146476,"['Sub-contractor', 'In-house Refurbish/Configuration Technician for CompuCom', 'Project Management Specialist for Xerox Data Collection Project', 'Minilab Photo printer Installer', ""Configuration Technician Advantage's"", 'A+ PC Solutions Consultant', 'In-House Dental Instrument Repair Technician', 'A+ PC Repair Field Technician', 'HP Laptop Repair Bench Technician', 'Copier Field Service Technician']"
147457,"['Computer Aided Designer Drafter', 'Computer Aided Designer Drafter', 'Maintenance Engineer', 'Professor of  Computer Aided Designer Drafter', 'Engineering Technician/ Construction Inspection', 'Presnell & Associate', 'Civil Computer Aided Designer Drafter', 'Technical Education Instructor', 'Substitute Teacher', 'Civil Computer Aided Designer Drafter']"
149186,"['On call break fix technician for local', 'IT Support Specialist', 'Database and Web Technician', 'help desk, and server projects', 'Regional Computer Support Technician', 'Desktop Support Technician', 'Dell Field Service Technician', 'Server Technician', 'Onsite Desktop Support', 'Help Desk Support Technician']"
156963,"['Receptionist (Per Diem)', 'Catering Assistant/Marketing Manager', 'Administrative Assistant', 'Receptionist', 'Office Manager/Collections Manager', 'General Manager', 'Accounts Receivable/Chargeback Specialist', 'Credit Analyst', 'Office Assistant', 'Office Manager', 'PBX Operator']"
159828,"['Construction Project Manager - QC and QA', 'Construction System CQC Manager - US Army CORPS OF ENG', 'Engineering Design and Construction', 'Assistant Project Manager', 'Assistant Project Manager/Field Engineer', 'Head of Design Team', 'Assistant Project Manager/Field Engineer', 'Project Manager', 'Head of Design Team', 'Field Engineer']"
170408,"['HEAD TRACK COACH', 'maintenance/ parks & rec.', 'VOLUNTEER', 'Tutor, 954-652-9575 - Mrs. Hazel Young', 'FAMILY SERVICE COORDINATOR', 'YOUTH DIRECTOR', 'BULK MERCHANDISER / SALES', 'CUSTOMER SERVICE SPECIALIST 1 / RECEPTIONIST', 'OVERNIGHT STOCK CLERK / DELI ASSOCIATE', 'TEACHER ASSISTANT/CAMPUS MONITOR /PT CUSTODIAN MAINTENANCE']"
171873,"['CONTRACTOR', 'CONTRACTOR', 'CONTRACTOR', 'Accounts Payable Specialist', 'CONTRACTOR  (Convergenz)', 'CONTRACTOR', 'Contracts/Subcontracts Assistant', 'CONTRACTOR', 'Executive Assistant', 'Operations Coordinator - Marketing, Finance, Legal and HR']"
172091,"['Warehouse Manager', 'Warehouse Manager', 'Warehouse Manager', 'Shipping and Receiving, Demo Inventory Coordinator', 'Administrative Assistant', 'Assembler', 'Shipping and Receiving, Replenishment Supervisor', 'Warehouse Manager', 'Locksmith', 'Senior Estimator']"
174042,"['Senior Designer/Design Engineer', 'Senior Designer/Design Engineer', 'Senior Designer/Design Engineer', 'Senior Designer', 'Senior Designer', 'Design Engineer', 'Senior Designer', 'Senior Designer', 'Senior Designer/Design Engineer - Unigraphics NX2', 'Senior Designer']"
174153,"['Personal Care Assistant', 'Administrative Assistant', 'Administrative Assistant', 'Administrative Assistant', 'Administrative Assistant', 'Security Officer', 'Security Officer', 'Protection Officer', 'Project Manager/Real Estate Agent', 'Corrections Officer']"
180108,"['Administrative Assistant', 'Keyboard Specialist I', 'Receptionist/Office Assistant', 'Assistant', 'Administrative Assistant - Temp', 'Administrative Assistant to Director of Admissions', 'Clerical Temped', 'Assistant Office Manager', 'Administrative Assistant', 'Receptionist - temp']"
183726,"['Database Consultant', 'IT Manager', 'IT Consultant', 'Customer Service/Management', 'Database Management Internship', 'ESL Marketing Research', 'Teaching Assistant', 'Community Service Aide', 'Administrative Internship', 'Teacher/Market Researcher']"
186185,"['PM/Proposals - Automation Equipment', 'Proposal Engineer - Robotic Material Handling, Routing, and Machining', 'Program Manager/Estimating - Automation Equipment', 'Sr Application Engineer - Robotic Material Handling, High Pressure Washing, Assembly', 'PM/Proposals - Automation Equipment', 'Project Coordinator/Project Engineer - Conveyor Systems', 'Estimator Automation Equipment – Robotic Material Handling and Assembly', 'Estimating Manager/Purchasing - Pressroom and Metal Fabrication Automation', 'CAD/CAM Programmer - Steel Plate Burning Systems', 'Lead Afternoon Cook']"
187241,"['Assistant Chief, Office of Quality, Safety & Site Security', 'Construction Engineer-Project Officer Level  II', 'Associate Project Manager III - Environmental Health & Safety', 'Construction/Environmental Safety Officer', 'Environmental Project Manager - Design Group', 'Public Health Inspector', 'Environmental Protection Specialist', 'Project Engineer', 'Construction Inspector/Project Monitor', 'Biological Technician Intern']"
190710,"['General Warehouse/Forklift Driver', 'Temp Truck Driver/Loader/Warehouse', 'Temp Offload', 'Warehouse Worker', 'Route Manager', 'Contractor Driver', 'Warehouse Selector', 'warehouse', 'Warehouse Associate', 'Sales/Warehouse Associate']"
191824,"['Legal secretary to civil defense partner', 'Sales representative at major department store', 'Legal Secretary', 'Executive secretary to civil defense litigation attorney, who also specializes in criminal defense', 'Paralegal to Jay C. Jacobson and Debora L. Verdier (January', 'Legal Secretary to Julie Blumenreich and Jasmina Zecevic (September', 'Legal Secretary', 'Paralegal Clerk/Junior Paralegal (Plaintiff practice, concentrating primarily on bad faith insurance litigation)', 'Legal Assistant/Legal Secretary to J. Steven Sparks', 'Legal Secretary']"
193385,"['Sales Consultant', 'Sales Consultant', 'Fannie Mae - Project Specialist (Contractor)', 'Office Services Clerk', 'Customer Service Mgr', 'Sr Account Service Rep', 'Sr. Customer Care Rep', 'Sales Consultant', 'Sr. Customer Care Associate', 'Sales Consultant', 'Team Lead II/Account Executive']"
193562,"['Financial Operations Manager', 'AVP/Controller', 'Consultant to SVP of Finance', 'Manager of Procurement and Billing Analysis', 'Director of Financial Reporting and Analysis', 'Business Operations Manager', 'Team Member', 'Assistant Vice President', 'Client Service Representative', 'Supervisor']"
193931,"['daily computer and data entry, stocking and ordering of supplies', 'Phlebotomist', 'Medical Receptionist & Billing Asst', 'Medical Assistant/Phlebotomist', 'Phlebotomist', 'Phlebotomist/Medical Office Assistant', 'Phlebotomist/Medical Office Asst', 'Medical & Clinical Asst', 'Medical Asst & Financial Registrar', 'Medical Receptionist, Billing, Supervisor']"
194212,"['Stocker, Facing, Front End', 'GSD Analyst ID Network Administration', 'Network Administrator/IT Coordinator', 'Engineering Assistant, Engineering & Exploration Technician, Developer/DBA', 'International Billing Operator', 'International Billing Operator', 'Computer/Engineerning Support', 'Computer Support/Transmission Technician', 'Computer Technician', 'Computer Support, Mail Runner']"
196258,"['TAX PREPARER', 'Direct Care Worker', 'PRODUCTION SERVICE TECH', 'Master at Arms', 'Master at Arms', 'IRS Mail Processor', 'Medical Biller', 'Cash Office Auditor', 'Substitute Assistant', 'Student Registration Assistant']"
199532,"['RESET MERCHANDISER', 'CUSTOMER SERVICE REP', 'CUSTOMER SERVICE REP IN THE DELI-DEPT', 'PROJECT MANAGER - LOAD PLANNER', 'RESET MERCHANDISER', 'PROJECT MANAGER - LOAD PLANNER - SALES MANAGER', 'ASSISTANT OPERATIONS MANAGER - LOAD PLANNER - ACCOUNT SALES REP', 'LOAD PLANNER - PROJECT MANAGER', 'OPERATIONS MANAGER - PROJECT MANAGER', 'PROJECT MANAGER']"
202500,"['Integrated System Support Analyst', 'Technical assistance', 'Project Analyst', 'Project Analyst', 'Help Desk Analyst', 'Desktop Support', 'Desktop Support', 'Tier 2 Help Desk Operator', 'Field Technician', 'Field Technician']"
206575,"['Crew Member', 'Stower', 'Sales Associate', 'Cashier', 'Sales Associate', 'Package Handler', 'Sales Associate', 'Picker', 'Gameroom Attendant', 'Host']"
218303,"['Chocolatier', 'Cashier', 'Lead Customer Service Rep', 'Office Manager', 'Assistant Manager', 'Kennel Assistant', 'Operator', 'Kennel Assistant', 'Telephone Representative', 'Specialty Assistant Manager']"
220986,"['Mechanic', 'Chief Mechanic', 'Crew Leader/Carman', 'Owner/operator', 'Business Manager', 'Sales Consultant', 'Sales Representative', 'Auditor', 'Landscaper', 'Manager']"
225404,"['Consultant, Financial Analyst', 'Consultant, Financial Analyst', 'EVP, Corporate Finance', 'Consultant, Energy Group', 'VP, Debt Capital Markets Group', 'Associate, Leveraged Finance', 'Associate, Acquisitions and Divestitures', 'Corporate Finance Relationship Manager', 'Sr. Financial Analyst, FP&A', 'Sr. Analyst and Assistant to the Sr. Managing Director']"
227324,"['Proprietor/ Project Manager', 'Independently Contracted Courier and Liaison to Airline', 'Store Manager', 'Project Supervisor-Event Planning', 'Mini Mart Attendant/Recreation Center Food Manager', 'General Manager', 'Courier', 'Server', 'Store Manager', 'Cashier/ Grocery Baggage']"
234395,"['LPN', 'LPN', 'Owner/direct supervisor', 'LPN', 'LPN', 'LPN (continued)', 'LPN/UM', 'Conducting drug studies in MD offices for Exelon', 'LPN', 'Private Contractor Phlebotomy']"
252100,"['Individual Family Teacher', 'Sales Associate', 'Teller', 'Teller', 'School Counselor', 'Sales Associate', 'Junior Agent', 'Internship', 'Customer Service Representative', 'Sales Associate']"
252249,"['Warehouse Clerk', 'Warehouse Clerk', 'Security Guard', 'Security Guard', 'Warehouse Clerk', 'Laboratory Technician', 'Warehouse Supervisory', 'Security Guard', 'Heavy Equipment Operator', 'Technician']"
253086,"['Activity Director', 'Residential Manager', 'Behavior Health Technician', 'Behavior Health Technician', 'Chemical Dependency Technician', 'Billing Coordinator', 'Administrative Assistant', 'Office Administrator', 'Customer Care Retention Specialist', 'General Office/Laborer']"
257107,"['Consultant', 'Consultant SQL Server/SAP Crystal Reports 2008 Developer', 'Software Engineer/ GUI/ DBO/ CM-Builds/ Crystal Reports', 'Consultant/AJJA- services', 'Consultant CM/ Crystal Reports/ Installation', 'Consultant /Project coordinator/ Developer', 'Consultant / Excel HR', 'Software Engineer/CM/GUI/DBO developer', 'Software Engineer/ GUI/Java/Financial Software', 'Software Engineer/C++/Oracle']"
258853,"['Board of Director', 'Volunteer Grant Writer', 'Volunteer Sexual Assault Victim Advocate', 'Certified Volunteer Advocate for Victims of Domestic Violence', 'Volunteer Coordinator', 'Doctoral-Program Practicum Intern', 'Core Competency Facilitator Assistant', 'Volunteer Community Advocate', 'Volunteer Head Start Facilitator', 'Volunteer Court Advocate', ""Master's-Level Clinical Intern"", 'Spring In-Town Director and Board of Director']"
260334,"['Arven Group - Operations Supervisor', 'Transportation Supervisor', 'Operations Manager', 'Excel / Operations Supervisor', 'Inbound Supervisor', 'warehousman', 'Operation Supervisor', 'Evening Manager', 'Warehouse Manager', 'Warehouse Manager']"
264707,"['Sales Designer & Private consulting', 'Sales manager', 'Design Center Manager', 'Design Salesman', 'Sales Manager', 'General Manager', 'Owner/Executive Supervisor', 'Owner/Director of Operations', 'Sales Representative for North Central Florida', 'Owner/Sales Representative']"
289626,"['Business and system analyst', 'CTO/Business Analyst/System Analyst', 'QA engineer', 'QA lead', 'Automation QA Lead', 'Configuration Management/QA Engineer', 'Lead Automation QA Test Engineer', 'Automation QA Test Engineer', 'Wireless Data coordinator QA Engineer', 'QA Engineer']"
302294,"['Business Analyst', 'PCS Analyst for Blackberries', 'Outlook-Blackberry Helpdesk Support', 'WAMU Conversion Tech Support', 'Electronic Technician', 'Customer Service Dept', '[Funai Depot], Electronic Technician', 'Collections Dept., Cardmember Assistance Rep', 'Consumer Care Dept., Customer Service Rep', 'Jewelry & Watch  Technician']"
327162,"['Vice President & General Manager of WorkTruck Transport', 'Fleet Customer Service Manager', 'Territory Sales Manager', 'Fleet Management Consultant', 'Fleet Sales / Customer Service Manager', 'Inside Sales Manager', 'Territory Sales Manager', 'Inside Sales', 'Account Analyst', 'Executive Marketing Assistant (internship)']"
340580,"['Superintendent', 'Superintendent', 'Senior Construction Manager for research and development campus', 'Superintendent for the 260,000 sq ft Pharmaceutical Plant', 'Superintendent', 'Superintendent for 250', 'Superintendent for 600', 'Superintendent for the C-Wing expansion', 'Superintendent', 'Superintendent']"
345119,"['Management, Bookkeeping, Public Relations, Sales Director', 'College Instructor', 'Exhibition Coordinator, Public Relations, Marketing/Sales', 'Exhibition Coordinator, Public Relations, Marketing/Sales', 'Exhibition Coordinator, Public Relations, Marketing/Sales', 'Television/Media Experience: TV Spokesperson', 'Television/Media Experience:  TV Spokesperson', 'Exhibition Coordinator, Public Relations, Marketing/Sales', 'College Instructor', 'TV Program Host, Producer, Director, Marketing Director']"
349437,"['Managing Editor', 'Editorial Editor/Social Media Strategist', 'Vice President/Executive Editor', 'Executive Producer', 'Senior Producer', 'Content Editor, Soccer and Hockey Writer', 'Registrar/Posting Secretary', 'Unit Secretary', 'Unit Secretary', 'Unit Secretary - CCU']"
374491,"['Bruckner Truck Sales - General Manager', 'General Sales Manager', 'Sales Representative', 'sales leader', 'Sales Representative', 'Master Sales Leader Gold Level', 'Ferrellgas - Branch Manager', 'COO and General Manager', 'Production Control, Production Management, Corporate Quality', 'Shift Supervisor']"
390368,"['Branch Manager', 'Account Executive and Business Development Manager', 'Medical Center Representative', 'Medical Center Representative', 'Primary Care Representative', 'Contributor and trainer of #1 Ranked division', 'Acute Care Representative', 'Medical Center Representative', 'Sales Leader', 'Medical Representative']"
390383,"['trabajo como jefe de tráfico', 'Coordinador de casales infantiles y juveniles', 'Asesor de entidades infantiles y juveniles', 'Conserje de instalaciones deportivas', 'Dto.2  como codificador-encuestador y Administrativo', 'Coordinador de comedores escolarCoordinator of school canteens', 'Monitor de actividades en inglés', 'Town Hall of Santa Coloma de Cervello, Técnico', 'Monitor de comedores escMonitor school canteens', 'Representante de atención del servicio al cliService Representative']"
391722,"['Franchise Owner', 'Bronze Sales Achievement', 'Account Manager', 'Account Manager', 'Multi-Franchise Owner', 'Sales', 'Sales', 'Sales', 'Sales', 'Hazardous Waste Supervisor']"
394231,"['Office Manager', 'Lending, Annual Reviews, Verbal and Written Warnings, Customer Service, Sales, Money Handling, Order and Ship Currency, Audit Tr', 'Personal Banker/Supervisor', 'Assistant Customer Service Supervisor', 'Customer Service Associate', 'Filing, Data Entry, and Quality Control', 'Customer Service, Sales, Money Handling, Order and Ship Currency, Order and Audit Traveler Checks, Order and Audit Money Orders,', 'Certified Customer Service Representative', 'Customer Service, Lay-Away Reconciliation, Stock Shelves, Money Handling, Data Entry, and Multi-Line Phone', 'Night Cashier']"
403098,"['Law Clerk, Montgomery, Chapin, Fetten P.C Attorney', 'Intern', 'Assistant Head Coach', 'Outside sales, selling roofing, siding, and windows', 'Lifeguard', 'Athlete', 'Volunteer', 'Annual Giving Associate', 'Intern', 'Lifeguard']"
417839,"['Assistant Resident Engineer', 'Head Estimator/Project Manager', 'Project Manager/Estimator', 'Project Manager', 'Project Superintendent', 'Project Manager/Superintendent', 'Project Manager', 'Project Engineer', 'Resident Engineer', 'Project Engineer']"
423999,"['Online Marketing', 'Mumbai Software Engineer', 'Team Member', 'Team Member', 'Team Member', 'Lucknow Software Trainee', 'Team Member', 'Bangalore as Internship', 'Online Marketing', 'Online Marketing']"
437833,"['Lead Designer - Web Services/Print Services', 'Managing Partner', 'Faculty Manager', 'Communication and Marketing Assistant', 'Communications and Marketing Assistant', 'Graduate Assistant', 'Graphic Design Intern', 'Teaching Assistant', 'Promotion/Publicity Coordinator', 'Graphic Design Intern']"
438801,"['Store Associate/Warehouse Associate', 'Lifeguard', 'Sales Associate/ Cashier', 'Manager', 'Security Officer', 'Sale Associate/ Warehouse Associate', 'Shipping and Receiving Processor', 'Stock Clerk', 'Instructional Aide', ""Carpenter's Assistant""]"
440435,"[""Utility production assistant for '30 ROCK"", 'Freelance Production', 'Production associate', 'production assistant', 'Art production assistant', ""Camera Operator for 'Late Night Republic"", ""Graphic designer for feature film 'Fugly!' Starring John Leguizamo"", 'Presentation Designer', 'Graphic Designer', 'Graphic Designer']"
446180,"['Used Car Director', 'Used Car Director for Courtesy Toyota and Coggin Honda', 'Executive', 'General Manager of Coggin Pontiac Buick Gmc', 'GENERAL SALES MANAGER', 'GENERAL SALES MANAGER', 'Sales Manager', 'SALES MANAGER', 'GENERAL SALES MANAGER', 'Sales']"
449137,"['Customer Relations, Store Maintenance', 'Video Studio Assistant, camera man, post-production video capture', 'Data Conversion Operator', 'Data Entry, HCFA, UB92', 'Customer relations manager for GM customers', 'Data entry, classifieds, HTML', '(Software Spectrum) AOL & Windows Technical Support, AOL Sales & Registration', 'Medical Billing, data entry, HCFA, UB92', 'Executive assistant to C.E.O E. John Harrah', 'Courier']"
449986,"['LICENSED PRACTICAL NURSE', 'LPN', 'LICENSED PRACTICAL NURSE', 'LICENSED PRACTICAL NURSE', 'SALES MANAGER', 'COMPUTER TECHNICIAN', 'TECHNICIAN', 'AGRICULTURE INSTRUCTOR', 'MECHANIC', 'TECHNICIAN / SALES']"
453857,"['Dependency Case Manager', 'Customer Service  Representative', 'Package Handler', 'Department of Juvenile Justice', 'Volunteer Mentor Program', 'Internship', 'Clerk', 'Financial Aide Secretary', 'Childcare Specialist', 'Data Entry Clerk']"
471361,"['Marketing and Sales Officer', 'Branch Manager', 'Banking Center Manager', 'Financial Service Representative', 'Assistant Vice President', 'Banking Center Manager', 'Branch Manager  -  Ellicott City Branch', 'Customer Service Associate', 'Savings Representative II', 'Head Teller']"
471723,"['Teacher', 'Teacher', 'Missionary', 'College Instructor', 'Health Educator', 'College Instructor', 'Health Educator', 'Health Consultant', 'Health Consultant', 'First Grade Teacher']"
490853,"['Comforcare Home Health Service RN Home', 'Bayada Nurses Home Care RN for pediatric', 'Adjunct Professor, Anatomy and Physiology, Allied Health / Nursing students', 'Assistant Professor Biology/ Science Education Program', 'Assistant Professor, Biology, Anatomy and Physiology', 'Adult High School GED Program, Instructor of Biology', 'Adjunct Instructor, Anatomy and Physiology', 'Registered nurse', 'health Care Instructor', 'Nurse for Labor and Delivery']"
502115,"['Inside Sales Representative', 'Sales Representative', 'Inside Sales Representative', 'Inside Sales Representative', 'Branch Manager', 'Inside Sales Representative', 'Owner - Photographer', 'Technician (Mechanical)', 'Self Employed', 'Fabrication Specialist']"
510604,"['Patient Administration Specialist', 'Student Worker', 'Public Health Ambassador', 'Financial Aid Assistant', 'Treasurer', 'Volunteer', 'Facilitator', 'Student worker', 'Dispatcher', 'Aide']"
527883,"['Assistant Manager/Receptionist', 'Post Adoption Program Assistant', 'Assistant Manager/Receptionist', 'Receptionist', 'Player Development Intern', 'Senior Peer Counselor, HEOP/ACCESS Program', 'Teleprompter Operator', 'Peer Mentor', 'Peer Counselor', 'Tutor']"
528944,"['Document Specialist', 'Shipping & Receiving Clerk', 'Shipping and Receiving Clerk', 'Customer Service Representative/Administrative Asst', 'Shift Supervisor', 'Driver', 'Medical Transportation Driver', 'Legal Secretary', 'Toll Collector', 'Legal Secretary - Collections, family, civil litigation']"
533647,"['Warehouse Associate', 'Sales Associate', 'Technical Client Services Rep', 'Level II Helpdesk Technician', 'Logistics Technician', 'Technical Support Specialist', 'Help Desk Technician', 'Help Desk Representative', 'Call Agent', 'Customer Service Representative', 'Technician', 'Correspondence Clerk']"
538632,"['Curriculum Manager Trades', 'Department Chair Trades', 'Board Member Electrical certification', 'Instructor', 'Instructor', 'Journeyman Electrican', 'Construction Electrician in Studio Sound', 'Electrical Construction Foreman', 'Maintenance Coordinator', 'Maintenance Electrician']"
541712,"['Sr. Application Developer', 'Sr. Application Developer', 'Project Manager', 'Sr. Systems Analyst', 'Sr. Systems Analyst / Crystal Enterprise Administrator', 'Kana Administrator / Application & Report Developer', 'Programmer Analyst', 'Sr. Systems Analyst', 'Sr. Systems Analyst', 'Systems Analyst']"
554251,"['Psychiatrist', 'Adjunct Professor teaching Human Anatomy and Physiology', 'Psychiatrist', 'Psychiatrist', 'general adult medication management', 'Psychiatrist', 'Outpatient psychiatry, medication management for general adult patients', 'Research Assistant', 'Veterinary Assistant', 'Veterinary Assistant']"
562569,"['Project Manager', 'GRANT WRITER', 'Sales and Membership Director', 'various positions listed', 'Project Manager/Editor', 'Sales Trainer', 'Cable Local Number Portability Supervisor', 'Cable Provisioning Specialist', 'Senior Trainer, West Region', 'Regional IT Trainer West Region']"
572439,"['Intern', 'Calling All Saints, Student Development Officer', 'Teaching Assistant', 'Intern, Wealth Management', 'Treasurer', 'Researcher', 'Office of the President, Student Assistant', 'Investment Club, Member', 'Chair of Publicity', 'Manstwe Amantle, Administrative Secretary']"
573445,"['Various Positions', 'Payroll/HR/Admin Clerk (Assignment ended)', 'Customer Service (Special project, Good Hands Certification Specialist)', 'Front Desk/Receptionist (Two days only, tax season)', 'Receptionist (one week only, covering employee vacation)', 'Personnel Specialist II/Sr. Personnel Specialist', 'Office Specialist II', 'Office Specialist II', 'Office Assistant II', 'Office Specialist II']"
573672,"['Tier II Technical Specialist', 'Tier 1 Apple Advisor', 'Manufacturing Technician', 'Senior Manufacturing Technician', 'Electronic Sales', 'Computer Systems Technician', 'Independent Systems Consultant', 'Manufacturing Technician', 'Senior Electronics Technician', 'Engineering Technician']"
580296,"['Truck driver', 'Truck Driver, deployment to Iraq', 'Truck Driver', 'Truck Driver', 'deputy', 'Deputy Jailer (SGT./Supervisor)', 'laborer', 'Yard worker', 'Deputy Jailer', 'squad leader']"
